code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
cz,data/country_weather_by_era/covid/weather_era5_cz_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.581364386547248,0.7638928277963358,0.1825284412490878,0.485064709035214,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,2.423705468127076,1.895095326282331,0.5286101418447455,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
de,data/country_weather_by_era/covid/weather_era5_de_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1890554475216719,0.9261252694937088,0.737069821972037,4.9656292499857955,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.734296292536891,3.606061374903615,9.12823491763328,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
dk,data/country_weather_by_era/covid/weather_era5_dk_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.1227372464447775,0.7520286110600203,0.8747658575047979,5.249339125002734,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,25.91289797858493,12.001692176007795,13.911205802577127,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
es,data/country_weather_by_era/covid/weather_era5_es_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1946643900470538,0.8666348731256754,0.6719704830786216,5.210274250013754,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,11.523697988539194,4.513357505497803,7.010340483041391,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
fr,data/country_weather_by_era/covid/weather_era5_fr_capacity_0p5deg.csv,17532,14025,3507,2021-08-07 16:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0655266580911612,0.7296709685385087,0.6641443104473475,0.5108279580017552,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,5.2879000422490074,2.860231011630042,2.4276690306189654,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
gr,data/country_weather_by_era/covid/weather_era5_gr_capacity_0p5deg.csv,17538,14030,3508,2021-08-07 18:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.0670114948999256,0.6514179591722409,0.7184294540721665,4.9688474999857135,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,13.634396234906122,7.492481677758704,6.141914557147418,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
hr,data/country_weather_by_era/covid/weather_era5_hr_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.2569454552944459,0.2634014799463298,0.0064560246518838,5.004471458029002,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.063795883505366,11.636937330416652,0.4268585530887137,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ie,data/country_weather_by_era/covid/weather_era5_ie_capacity_0p5deg.csv,17235,13788,3447,2021-08-03 14:00:00+00:00,2021-12-31 23:00:00+00:00,regression,LightGBM,r2,0.0309691262913429,0.923832592041772,0.8928634657504292,4.4659467919846065,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,19.95470024865127,4.886119344023486,15.068580904627783,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lt,data/country_weather_by_era/covid/weather_era5_lt_capacity_0p5deg.csv,17542,14033,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.0633987618936442,0.8238864350297592,0.8872851969234035,4.233403499994893,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,8.086636283048058,3.2785774589470384,4.808058824101019,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lv,data/country_weather_by_era/covid/weather_era5_lv_capacity_0p5deg.csv,17531,14024,3507,2021-08-07 16:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,0.3026545956869373,0.2666701135937004,-0.0359844820932369,4.927675457962323,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.992739051881518,13.631386077529458,-0.6386470256479395,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
nl,data/country_weather_by_era/covid/weather_era5_nl_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.0544104914447087,0.7085410902620201,0.7629515817067288,0.3892594579956494,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,7.741896547702485,3.8140612288981344,3.9278353188043504,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
pt,data/country_weather_by_era/covid/weather_era5_pt_capacity_0p5deg.csv,17544,14035,3509,2021-08-07 19:00:00+00:00,2021-12-31 23:00:00+00:00,regression,LightGBM,r2,0.078248252467673,0.614465470790896,0.5362172183232229,5.124592624953948,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,14.969037918507311,9.69206574119251,5.276972177314802,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ro,data/country_weather_by_era/covid/weather_era5_ro_capacity_0p5deg.csv,17465,13972,3493,2021-08-07 23:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.3151065111993532,0.1481574441349962,0.4632639553343494,5.3337397500290535,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,9.112283293134851,7.1490316284091815,1.9632516647256697,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
rs,data/country_weather_by_era/covid/weather_era5_rs_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0227888220991842,0.0122837842862438,-0.0105050378129403,0.4548957080114633,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,6.4894207356373705,6.506970413299406,-0.0175496776620356,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
si,data/country_weather_by_era/covid/weather_era5_si_capacity_0p5deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-3.292681316945142,-3.708829316256105,-0.4161479993109624,5.172437084023841,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,21.18163495842748,21.730027566934037,-0.5483926085065569,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
sk,data/country_weather_by_era/covid/weather_era5_sk_capacity_0p5deg.csv,17521,14016,3505,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.648077875715755,-0.9987820208089851,-0.3507041450932302,0.546111916017253,0.5,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,5.588891697006814,6.0554471791831705,-0.4665554821763562,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
at,data/country_weather_by_era/covid/weather_era5_at_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0422113855757515,0.2262970407574032,0.1840856551816516,4.76586025004508,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,16.13102984139921,14.63690942531998,1.4941204160792303,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
be,data/country_weather_by_era/covid/weather_era5_be_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1675467414797984,0.8732898594022369,0.7057431179224385,4.8205771669745445,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,9.784687228291778,3.346628622095482,6.4380586061962966,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
bg,data/country_weather_by_era/covid/weather_era5_bg_capacity_1p0deg.csv,17541,14032,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,0.3976709538189161,0.5573494743078863,0.1596785204889701,0.5254508749931119,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,4.226201839880811,3.443375835675689,0.7828260042051216,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
cz,data/country_weather_by_era/covid/weather_era5_cz_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.581364386547248,0.7654970065684047,0.1841326200211567,0.4860486669931561,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,2.423705468127076,1.88482044555036,0.5388850225767163,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
de,data/country_weather_by_era/covid/weather_era5_de_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1890554475216719,0.9250045802104668,0.7359491326887949,5.06065708398819,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.734296292536891,3.642065018481226,9.092231274055669,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
dk,data/country_weather_by_era/covid/weather_era5_dk_capacity_1p0deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.1227372464447775,0.7394324491182567,0.8621696955630342,5.305830917030107,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,25.91289797858493,12.367878443034042,13.545019535550884,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
es,data/country_weather_by_era/covid/weather_era5_es_capacity_1p0deg.csv,17542,14033,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.1946643900470538,0.8548052602163917,0.6601408701693379,5.36448054201901,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,11.523697988539194,4.761952220444279,6.761745768094915,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
fr,data/country_weather_by_era/covid/weather_era5_fr_capacity_1p0deg.csv,17532,14025,3507,2021-08-07 16:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0655266580911612,0.7227761367143177,0.6572494786231565,0.5373980409931391,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,5.2879000422490074,2.8959039918535185,2.391996050395489,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
gr,data/country_weather_by_era/covid/weather_era5_gr_capacity_1p0deg.csv,17538,14030,3508,2021-08-07 18:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.0670114948999256,0.6339271872620342,0.7009386821619599,5.052161042054649,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,13.634396234906122,7.609136748799336,6.025259486106786,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
hr,data/country_weather_by_era/covid/weather_era5_hr_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.2569454552944459,0.248650861522389,-0.0082945937720568,5.124842291988898,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.063795883505366,11.953304740022856,0.1104911434825108,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ie,data/country_weather_by_era/covid/weather_era5_ie_capacity_1p0deg.csv,17235,13788,3447,2021-08-03 14:00:00+00:00,2021-12-31 23:00:00+00:00,regression,LightGBM,r2,0.0309691262913429,0.9207918386667128,0.8898227123753698,4.4359036249807104,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,19.95470024865127,5.012692901915873,14.942007346735398,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lt,data/country_weather_by_era/covid/weather_era5_lt_capacity_1p0deg.csv,17542,14033,3509,2021-08-07 17:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.0633987618936442,0.8287887699230053,0.8921875318166496,4.252136374998372,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,8.086636283048058,3.2178319752872127,4.868804307760845,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
lv,data/country_weather_by_era/covid/weather_era5_lv_capacity_1p0deg.csv,17531,14024,3507,2021-08-07 16:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,0.3026545956869373,0.281478736900326,-0.0211758587866113,4.880490124982316,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,12.992739051881518,13.533004241573154,-0.5402651896916364,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
nl,data/country_weather_by_era/covid/weather_era5_nl_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-0.0544104914447087,0.7071297635195656,0.7615402549642744,0.361803832987789,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,7.741896547702485,3.8097558197007264,3.9321407280017584,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
pt,data/country_weather_by_era/covid/weather_era5_pt_capacity_1p0deg.csv,17544,14035,3509,2021-08-07 19:00:00+00:00,2021-12-31 23:00:00+00:00,regression,LightGBM,r2,0.078248252467673,0.6127367980891566,0.5344885456214835,5.1898914580233395,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,14.969037918507311,9.686538407707369,5.282499510799942,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
ro,data/country_weather_by_era/covid/weather_era5_ro_capacity_1p0deg.csv,17465,13972,3493,2021-08-07 23:00:00+00:00,2021-12-31 21:00:00+00:00,regression,LightGBM,r2,-0.3151065111993532,0.2330609346324302,0.5481674458317835,5.346835042000748,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,9.112283293134851,6.823745701469744,2.288537591665107,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
rs,data/country_weather_by_era/covid/weather_era5_rs_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,0.0227888220991842,-0.050083810278608,-0.0728726323777922,0.4635932919918559,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,6.4894207356373705,6.693095179371055,-0.2036744437336848,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
si,data/country_weather_by_era/covid/weather_era5_si_capacity_1p0deg.csv,17543,14034,3509,2021-08-07 18:00:00+00:00,2021-12-31 22:00:00+00:00,regression,LightGBM,r2,-3.292681316945142,-3.719542247818575,-0.426860930873433,5.163212999992538,1.0,capacity,annual,"2020,2021",data/capacity_weights_pre_and_covid_by_year,20260723T010736Z-c3284c32,8,21.18163495842748,21.70993189629465,-0.528296937867168,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/model_results.csv
