scheme,resolution_deg,task,model,fidelity_regions,median_absolute_gain_drift,max_absolute_gain_drift,median_relative_gain_drift,cost_regions,total_wall_s,total_compute_s,total_processed_points,total_point_hours,max_peak_rss_mb,resolution_cached_regions,relationship,countries,correlation,era,era_label,source_summary
uniform,0.25,classification,LogReg,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,all_europe,11,0.4700844567669363,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,classification,LogReg,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,without_lithuania,10,0.4650783454233194,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,classification,RandForest,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,all_europe,11,0.4957119294060227,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,classification,RandForest,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,without_lithuania,10,0.588501213787783,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,all_europe,16,0.5893675995176169,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,without_lithuania,15,0.6139864535588178,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,all_europe,16,0.5887361463512282,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,18.218781332136132,13.9322057919926,13172,231089568,652.625,19,without_lithuania,15,0.6168205107145815,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,classification,LogReg,19,0.0006513390163322,0.0041586163706378,0.0039574387684039,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,all_europe,11,0.4662959166585347,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,classification,LogReg,19,0.0006513390163322,0.0041586163706378,0.0039574387684039,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,without_lithuania,10,0.4612149725222294,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,classification,RandForest,19,0.0014064080194707,0.0125094266555245,0.0254910647695673,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,all_europe,11,0.4844296480496609,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,classification,RandForest,19,0.0014064080194707,0.0125094266555245,0.0254910647695673,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,without_lithuania,10,0.5723213395068438,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,regression,GradientBoosting,19,0.0059907994435686,0.0422612154229345,0.0167903726882203,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,all_europe,16,0.5869643199531237,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,regression,GradientBoosting,19,0.0059907994435686,0.0422612154229345,0.0167903726882203,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,without_lithuania,15,0.6122451635681329,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,regression,LightGBM,19,0.0040462948389906,0.0858842698189619,0.0113033071935819,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,all_europe,16,0.5843787491270598,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,0.5,regression,LightGBM,19,0.0040462948389906,0.0858842698189619,0.0113033071935819,19,14.701153040106874,10.049321204947772,3415,59912760,642.28125,19,without_lithuania,15,0.6100717677458783,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,classification,LogReg,19,0.0017761729003716,0.0095179674555522,0.0090718823992396,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,all_europe,11,0.4656303414658572,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,classification,LogReg,19,0.0017761729003716,0.0095179674555522,0.0090718823992396,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,without_lithuania,10,0.4605620951790589,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,classification,RandForest,19,0.0026746213424105,0.018451278498048,0.0166242336598973,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,all_europe,11,0.4850591861443584,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,classification,RandForest,19,0.0026746213424105,0.018451278498048,0.0166242336598973,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,without_lithuania,10,0.573077521841492,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,regression,GradientBoosting,19,0.0098174273399909,0.040169666581917,0.0314624970993505,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,all_europe,16,0.5859526798803393,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,regression,GradientBoosting,19,0.0098174273399909,0.040169666581917,0.0314624970993505,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,without_lithuania,15,0.6079945682778658,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,regression,LightGBM,19,0.0141063183020351,0.1048020570142008,0.0200399932890138,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,all_europe,16,0.5871556242911349,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,1.0,regression,LightGBM,19,0.0141063183020351,0.1048020570142008,0.0200399932890138,19,12.963446333014872,8.62035641912371,918,16105392,659.890625,19,without_lithuania,15,0.6113639237875544,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,classification,LogReg,19,0.0024801532175313,0.0243370760670626,0.0226754995611285,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,all_europe,11,0.4521901956911599,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,classification,LogReg,19,0.0024801532175313,0.0243370760670626,0.0226754995611285,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,without_lithuania,10,0.4469310989930551,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,classification,RandForest,19,0.0060720861910759,0.0290525121766638,0.0671708093142419,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,all_europe,11,0.4555269259882058,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,classification,RandForest,19,0.0060720861910759,0.0290525121766638,0.0671708093142419,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,without_lithuania,10,0.5392656257295194,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,regression,GradientBoosting,19,0.0136952817739434,0.1096658678041481,0.0427321505124348,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,all_europe,16,0.5836697796595525,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,regression,GradientBoosting,19,0.0136952817739434,0.1096658678041481,0.0427321505124348,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,without_lithuania,15,0.6034912407493279,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,regression,LightGBM,19,0.0193670225985488,0.1650322699764377,0.0412120845692605,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,all_europe,16,0.581125242053865,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
uniform,2.0,regression,LightGBM,19,0.0193670225985488,0.1650322699764377,0.0412120845692605,19,13.038122626079712,8.423514956899453,266,4666704,652.625,19,without_lithuania,15,0.601992502484712,covid,COVID (2020-2021),results/covid_era_spatial_resolution/covid/resolution_summary.csv
capacity,0.25,classification,LogReg,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,all_europe,17,0.8497813282364678,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,classification,LogReg,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,without_lithuania,16,0.8675239321184349,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,classification,RandForest,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,all_europe,17,0.8807740932171246,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,classification,RandForest,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,without_lithuania,16,0.892231642462105,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,all_europe,17,0.8144438304735627,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,without_lithuania,16,0.8163105453912427,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,all_europe,17,0.808700474469937,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,38.29522746108705,31.46208404301433,13172,499798368,675.21875,19,without_lithuania,16,0.8094799530144241,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,classification,LogReg,19,0.0002798397549192,0.0049486881391199,0.0027224260238662,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,all_europe,17,0.8487014882003684,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,classification,LogReg,19,0.0002798397549192,0.0049486881391199,0.0027224260238662,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,without_lithuania,16,0.8665056704062714,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,classification,RandForest,19,0.0010047605938168,0.0085756657363922,0.0124891499365697,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,all_europe,17,0.880712685710151,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,classification,RandForest,19,0.0010047605938168,0.0085756657363922,0.0124891499365697,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,without_lithuania,16,0.8921831628083141,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,regression,GradientBoosting,19,0.0021773370289357,0.0248658593777496,0.0094381690602187,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,all_europe,17,0.8147467693763314,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,regression,GradientBoosting,19,0.0021773370289357,0.0248658593777496,0.0094381690602187,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,without_lithuania,16,0.8170180391519117,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,regression,LightGBM,19,0.0027713928809397,0.0192043200375758,0.0141700657015465,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,all_europe,17,0.8090619056994035,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,0.5,regression,LightGBM,19,0.0027713928809397,0.0192043200375758,0.0141700657015465,19,28.815360417880584,22.623349875037093,3415,129578760,667.359375,19,without_lithuania,16,0.8092433243914009,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,classification,LogReg,19,0.0007583104708595,0.0226547050467171,0.0116326414336592,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,all_europe,17,0.8478567582144955,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,classification,LogReg,19,0.0007583104708595,0.0226547050467171,0.0116326414336592,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,without_lithuania,16,0.8663425923610414,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,classification,RandForest,19,0.0036963696369636,0.0237825746218897,0.0453304199906526,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,all_europe,17,0.8754040240557344,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,classification,RandForest,19,0.0036963696369636,0.0237825746218897,0.0453304199906526,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,without_lithuania,16,0.8879138328420806,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,regression,GradientBoosting,19,0.0053372978414907,0.0727390332227557,0.0208906719158451,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,all_europe,17,0.8126465030728932,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,regression,GradientBoosting,19,0.0053372978414907,0.0727390332227557,0.0208906719158451,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,without_lithuania,16,0.8138074654310059,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,regression,LightGBM,19,0.0053353699648658,0.0790863646300326,0.0238547351522092,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,all_europe,17,0.8064626772202078,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,1.0,regression,LightGBM,19,0.0053353699648658,0.0790863646300326,0.0238547351522092,19,25.472951458999887,19.23190683301073,918,34832592,699.296875,19,without_lithuania,16,0.8062629971578489,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,classification,LogReg,19,0.0041166056268082,0.0298017818474348,0.0387178243642643,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,all_europe,17,0.8384524174474216,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,classification,LogReg,19,0.0041166056268082,0.0298017818474348,0.0387178243642643,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,without_lithuania,16,0.8565918001454719,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,classification,RandForest,19,0.0084335423698536,0.1668206820682066,0.1018826135105215,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,all_europe,17,0.8028301420601214,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,classification,RandForest,19,0.0084335423698536,0.1668206820682066,0.1018826135105215,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,without_lithuania,16,0.8082935037987268,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,regression,GradientBoosting,19,0.0134864597232965,0.1132868900055131,0.0868107498580874,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,all_europe,17,0.7974923154868481,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,regression,GradientBoosting,19,0.0134864597232965,0.1132868900055131,0.0868107498580874,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,without_lithuania,16,0.7967916397147544,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,regression,LightGBM,19,0.0152138066713076,0.1267303051156759,0.0578531551449305,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,all_europe,17,0.7900348218323726,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
capacity,2.0,regression,LightGBM,19,0.0152138066713076,0.1267303051156759,0.0578531551449305,19,24.102496166946366,17.362913915945683,266,10093104,699.296875,19,without_lithuania,16,0.7886142007393713,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,classification,LogReg,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,all_europe,17,0.8406287635142861,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,classification,LogReg,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,without_lithuania,16,0.8595446935024144,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,classification,RandForest,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,all_europe,17,0.8742655450610968,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,classification,RandForest,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,without_lithuania,16,0.8889638344552699,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,all_europe,17,0.8006848145403833,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,regression,GradientBoosting,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,without_lithuania,16,0.7960746485652518,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,all_europe,17,0.7906257857922623,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.25,regression,LightGBM,19,0.0,0.0,0.0,19,43.724784375866875,33.4697872500401,13172,499798368,742.03125,19,without_lithuania,16,0.7854754661037368,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,classification,LogReg,19,0.0004015361800829,0.0026834139441893,0.0064456447309542,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,all_europe,17,0.8392349270086943,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,classification,LogReg,19,0.0004015361800829,0.0026834139441893,0.0064456447309542,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,without_lithuania,16,0.8585422979294789,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,classification,RandForest,19,0.0012792113644724,0.0111302580417107,0.0105458044127536,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,all_europe,17,0.8680962375129827,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,classification,RandForest,19,0.0012792113644724,0.0111302580417107,0.0105458044127536,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,without_lithuania,16,0.8827379782035737,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,regression,GradientBoosting,19,0.0049748223493863,0.0140096393027571,0.0139503413831061,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,all_europe,17,0.799512924420389,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,regression,GradientBoosting,19,0.0049748223493863,0.0140096393027571,0.0139503413831061,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,without_lithuania,16,0.7948799841123568,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,regression,LightGBM,19,0.0053975981074985,0.0266535716491015,0.0188134486346214,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,all_europe,17,0.7910172893676958,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,0.5,regression,LightGBM,19,0.0053975981074985,0.0266535716491015,0.0188134486346214,19,35.04654812498484,24.55429091921542,3415,129578760,675.5,19,without_lithuania,16,0.7860906047237542,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,classification,LogReg,19,0.0005116985976519,0.0103419487187018,0.0104242807105744,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,all_europe,17,0.8397339055487889,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,classification,LogReg,19,0.0005116985976519,0.0103419487187018,0.0104242807105744,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,without_lithuania,16,0.858257051577833,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,classification,RandForest,19,0.0015181518151815,0.0129271606659889,0.0214903666165912,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,all_europe,17,0.8690334306698246,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,classification,RandForest,19,0.0015181518151815,0.0129271606659889,0.0214903666165912,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,without_lithuania,16,0.8823612237084439,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,regression,GradientBoosting,19,0.0032674092054547,0.0367242896487023,0.0184204500439647,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,all_europe,17,0.7953927592658299,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,regression,GradientBoosting,19,0.0032674092054547,0.0367242896487023,0.0184204500439647,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,without_lithuania,16,0.7910930780341049,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,regression,LightGBM,19,0.0076560436395846,0.0381255183238944,0.0274690648634345,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,all_europe,17,0.7879120005855105,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,1.0,regression,LightGBM,19,0.0076560436395846,0.0381255183238944,0.0274690648634345,19,30.556795293057803,20.999753709998913,918,34832592,699.296875,19,without_lithuania,16,0.7831970443335047,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,classification,LogReg,19,0.0025384885651044,0.0191975507987245,0.0311355788903728,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,all_europe,17,0.8385802318909875,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,classification,LogReg,19,0.0025384885651044,0.0191975507987245,0.0311355788903728,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,without_lithuania,16,0.857358162205918,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,classification,RandForest,19,0.0084077341343777,0.1686468646864686,0.0660656735202845,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,all_europe,17,0.8119913498578735,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,classification,RandForest,19,0.0084077341343777,0.1686468646864686,0.0660656735202845,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,without_lithuania,16,0.8165988129468928,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,regression,GradientBoosting,19,0.0156911604362992,0.0732074544187433,0.0639266257901567,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,all_europe,17,0.7877538793328968,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,regression,GradientBoosting,19,0.0156911604362992,0.0732074544187433,0.0639266257901567,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,without_lithuania,16,0.7833095570357206,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,regression,LightGBM,19,0.0135758993263682,0.0747176995018812,0.0689620671818773,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,all_europe,17,0.7755182877056175,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
uniform,2.0,regression,LightGBM,19,0.0135758993263682,0.0747176995018812,0.0689620671818773,19,31.76493654196383,21.201745290891267,266,10093104,742.671875,19,without_lithuania,16,0.770942240501391,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/resolution_summary.csv
